contact_id,municipality_id,entity_type,name,title,role_normalized,role_family,department,department_normalized,email,email_type,phone,phone_ext,address,hours,page_type,source_url,display_confidence,is_likely_noise,rn
ctc_ad9fc47c6b27bdf3710b,ct_clinton,role,,First Selectman,First Selectman,chief_executive,,,,unknown,8603991857,,"1587 Boston Post Road in Westbrook, CT and is open to the public We're always looking for more volun",,other,https://reflect-vsctv.cablecast.tv/internetchannel/gallery/31?site=1,0.93,0,1
ctc_6cf7ba6c80e0364fc1f6,ct_clinton,person,Land Use,Land Use Administrative Assistant,Land Use,planning_zoning,Planning,Planning & Zoning,lpascarelli@clintonct.org,direct,,,54 E Main Street,Land Use Office Hours,department_page,https://clintonct.org/161/Planning-Zoning,1.0,0,1
ctc_5f60922780663f7dcc00,ct_clinton,role,,Zoning Enforcement Officer,Planner,planning_zoning,Planning,Planning & Zoning,apiersall@clintonct.org,direct,8606696133,,"54 E Main Street Clinton, CT 06413 Phone: 860-669-6133 Fax: 860-664-4469 Receive Notifications","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Departments Boards & Commissions Online Services How Do I? Search Plan of Conservation and Development Affordable Housing Plan Application Forms Fence Requirements How to get a Sign Permit Inland Wetlands Property Research Starting a Business in Clinton Figuring out what kind of business and where Subdivision Regulations Planning Documents Town Subdivision Documents Zone Map Zoning Board of Appeals Zoning Enforcement Officer ZEO Reports Zoning Regulations ZEO Events Magazine Articles Stormwater Home Departments Planning & Zoning Planning & Zoning Land Use Hours Land Use Office Hours Mission The Department’s mission is: To enhance the orderly development of the town To maintain the quality of the residential neighborhoods and business districts To Enforce regulations that protect the town from over - development This is accomplished with a service - oriented staff that provides active and consistent enforcement in a fair and equitable manner in order to maintain property values. Staff Functions Staff functions include: Processing applications and permits Providing information to elected members of the Planning and Zoning Commission and Zoning Board of Appeals Providing information on land use issues and zoning regulations to the public on a formal and informal basis The staff is responsible for maintaining a repository of land use information on Clinton properties. Contact Us Abby Piersall, AICP Town Planner Email Kathleen S. Savona, CZEO Zoning Enforcement Officer Email Lori Pascarelli Land Use Administrative Assistant Email Kara Conlon IWC/ZBA Clerk Email Planning & Zoning Physical Address 54 E Main Street Clinton, CT 06413 Phone: 860 - 669 - 6133 Fax: 860 - 664 - 4469 Receive Notifications Tax Payments Town Online GIS Agendas & Minutes Bids Book a Room Contact Us Town of Clinton 54 E Main Street Clinton, CT 06413 Phone: 860 - 669 - 9333 Email Us Quick Links Bid Opportunities Code of Ordinances Zoning Regulations Home Site Map /QuickLinks.aspx Using This Site Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://clintonct.org/161/Planning-Zoning,1.0,0,1
ctc_aaa39c9b3528babd3cf4,ct_clinton,person,Tax Clerk,Tax Collector,Tax Collector,tax_collector,Tax Clerk Email Tax Collector Physical Address,Tax Collector,rmcnulty@clintonct.org,direct,8606699067,,"54 E Main Street Clinton, CT 06413 Phone: 860-669-9067 Fax: 860-664-9050",,department_page,https://clintonct.org/172/Tax-Department,1.0,0,1
ctc_af4b2754350a8a8ec8cd,ct_clinton,role,,Town Clerk,Town Clerk,town_clerk,Lisa Balter Town Clerk Email,Town Clerk,lbalter@clintonct.gov,direct,8606699101,,"54 E Main Street Clinton, CT 06413 Phone: 860-669-9101 Directory Receive Notifications Tax Paym","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Departments Boards & Commissions Online Services How Do I? Search Elections Absentee Ballots Election Results Voter Registration Democratic Town Committee Republican Town Committee Justice of the Peace Legal Notices Licenses & Permits Dog Licenses Fish & Game Licenses Massage Therapist Permit Shellfishing Licenses Marriage License Military Discharge Records Records Campaign Finances Freedom of Information / Public Meetings Land Records Maps & Surveys Retention Schedules & Disposal Records Town Meetings Writs, Summons & Complaints Unlawful Restrictive Covenant Forms Services Justices of the Peace Notary Public Other Services Town Charter & Ordinances Vital Records Employee Contracts Trade Name Forms Notice of Application for a Cigarette Dealer Home Departments Town Clerk Town Clerk The Town Clerk's Office will close early on Thursday, April 16, 2026 at 3pm & will be closed for the day on Friday, April 17, 2026 due to required state training for town clerks. Marriage licenses are NOW ISSUED BY APPOINTMENT ONLY Mondays through Wednesday 10:00AM - 2:00PM, Thursday 10:00 AM - 2:00 PM & 4:00 PM - 6:00 PM and Fridays 9:30AM - 11:30AM. Appointments will be made on a first come, first serve basis. To make an appointment, please contact the office as 860 - 669 - 9101 The Town Clerk serves as Clinton's keeper of records for all documents that pertain to the Town and it's residents. This includes, but not limited to, land records, survey maps, Birth certificates, Death certificates, Marriage licenses, dog licenses, and much more. We house and safeguard all of the Town's permanent public records. Records are available 7 days a week, 24 hours a day on the Town Clerk portal. Our online records date back to Book 106, year 1976. https://recordhub.cottsystems.com/ Hours Monday, Tuesday & Wednesday 9:00am - 4:00pm Thursday 9:00am - 7:00pm Friday 9:00am to 12:00pm Closed for lunch from 12:00 PM - 1:00 PM Phone (860) 669 - 9101 Email townclerk@clintonct.org Please note that our office does not accept credit cards We accept cash, check or money order made payable to the Clinton Town Clerk Contact Us Lisa Balter Town Clerk Email Lisa Barbour, CCTC Assistant Town Clerk Email Town Clerk Email Physical Address 54 E Main Street Clinton, CT 06413 Phone: 860 - 669 - 9101 Directory Receive Notifications Tax Payments Town Online GIS Agendas & Minutes Bids Book a Room Contact Us Town of Clinton 54 E Main Street Clinton, CT 06413 Phone: 860 - 669 - 9333 Email Us Quick Links Bid Opportunities Code of Ordinances Zoning Regulations Home Site Map /QuickLinks.aspx Using This Site Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://clintonct.org/181/Town-Clerk,1.0,0,1
ctc_e8f886204ad6ae8f8d04,ct_clinton,role,,Town Manager,Town Manager,chief_executive,,Town Manager,mbenivegna@clintonct.org,direct,8606699333,,"54 East Main Street Clinton, CT 06413 Phone: 860-669-9333 Fax: 860-669-0890 Receive Notifications",,other,https://clintonct.org/263/Town-Managers-Office,1.0,0,1
ctc_4093158450b949d53e91,ct_clinton,role,,Town Treasurer,Treasurer,finance,,Finance,,unknown,8606641130,,54 E Main Street,Town of Clinton Hours and Holidays,staff_directory,https://clintonct.org/Directory.aspx,0.77,0,1
ctc_3c70135da6076ceab69c,ct_columbia,role,,Assessor,Assessor,assessor,Tax Collector,Tax Collector,taxcollector@columbiact.gov,role_based,8602289555,,,"Tax Collector Please be advised that there has been a change in the way USPS postmarks your mail. Same - day postmarks are no longer guaranteed unless the item is taken to a post office counter. If you have time sensitive items with a deadline date, bring them directly to the post office and request a manual postmark. As a reminder the second installment of the Real Estate, Personal Property and the Supplemental Motor Vehicle taxes are due on January 1, 2026. The last day to pay without a penalty is February 2, 2026. If taxes are not paid on or before February 2, 2026, interest will be charged at the rate of 1½% per month (18% per year) from the due date of January 1st. The minimum interest charged is $2.00. Failure to receive a bill does not invalidate the tax or interest per CT State Statute . Bills are not sent for this second installment. The Tax Office has extended hours during the tax collection month of January2026 : Monday through Wednesday 8:00 - 4:00, Thursday 8:00 - 6:00 and Friday 8:00 - 12:00. Mailing address for tax payments: Town of Columbia Dept # 347 PO Box 150512 Hartford, CT 06115 - 0512 Drop boxes for payments and correspondence are located at the right side of the entrance of the Town Hall and in front of Yeoman’s Hall. The drop boxes are emptied at 8:00AM each weekday, weekend tax payments are processed on Monday. Please be aware that tax payments put in the drop box after 8:00AM will be processed the next day the Tax Office is open. You can view and pay taxes online. Service fees for tax payments are, .95 cents to use a bank account and 2.99% for credit and debit cards. General Information The Tax Collector is responsible for the overall administration of the Town’s revenue collection function. Plans and directs the Town’s tax billing and collection strategy in accordance with Connecticut General Statutes, Town Charter and ordinances. The Tax Collector supervises the collection of real estate, personal property and motor vehicle taxes. The Assessor is responsible for the amount of your bill. The Tax Collector is responsible for the collection of that bill. If you have any questions regarding the assessment of your property please call the Assessor at 860 - 228 - 9555. Regular office hours are Monday, Tuesday, Wednesday from 8:00 am to 4:00 pm, Thursday from 8:00 am to 6:00 pm and CLOSED Friday. Office hours in July and January are Monday, Tuesday, Wednesday from 8:00 am to 4:00 pm, Thursday from 8:00 am to 6:00 pm and Friday 8:00 to 12:00. The office is located in the Town Hall 323 Route 87, Columbia, CT 06237. If the Town Hall is closed, you may use the drop box on the right side of the front door or the drop box in front of Yeomans Hall. TAX BILLS NEW TAX BILLS WILL BE MAILED OUT FROM WATERBURY ON THURSDAY JUNE 26TH. THEY WILL BE AVAILABLE FOR VIEWING AND PAYING ONLINE ON TUESDAY JULY 1ST. The last day to pay the July tax bill is August 1, 2025. PAYMENT OPTIONS Payments may be mailed by using the envelope enclosed in your tax bill to TOWN OF COLUMBIA, DEPT. #347, P.O. BOX 150512, HARTFORD, CT 06115 - 0512. (323 Route 87, Columbia, CT 06237), or put in one of the drop boxes in front of the Town Hall. You may also pay online. COLUMBIACT.GOV Fees for online payments are .95 cents to use a Bank account (enter your routing and account number) or 2.99% to use a credit or debit card. Please review the information provided below: The Town of Columbia is under contract with TaxServ Capital Services for the collection of the town’s delinquent motor vehicle and personal property taxes (Grand List years 2021 and prior). If you receive a letter from TaxServ, you must call TaxServ to discuss your account and arrange payment. Telephone: 860 - 724 - 9100 Toll Free: 866 - 497 - 2427 Fax: 860 - 727 - 1080 The following is contact information for the Tax Collector: Email taxcollector [at] columbiact.org ( taxcollector[at]columbiact[dot]gov ) Office Phone 860 - 228 - 0230 Office Fax 860 - 228 - 2335 For information on tax sales visit http ://cttaxsales.com/upcoming - tax - sales/ View PDF of Page Tax Collector Online Payments Questions and Answers Pay Taxes Online Tax Collector Tax Questions and Answers Janice Clauson Tax Collector (860) 228 - 0230 Email View All Listings Contact Information Phone Number 860 - 228 - 0230 Email Contact Group Office Hours Monday - Wednesday: 8:00am to 4:00pm Thursday: 8:00am to 6:00pm CLOSED ON FRIDAYS Extended hours July & January Monday - Wednesday: 8:00am to 4:00pm Thursday: 8:00am to 6:00pm Friday: 8:00am to 12 noon Address Columbia Town Hall 323 Route 87 Columbia, CT 06237",department_page,https://www.columbiact.gov/tax-collector,1.0,0,1
ctc_3638e50483485d1550f2,ct_columbia,person,Jason Nowosad,Building Official,Building Official,building,Building Official,Building,,unknown,8602280440,115,,Office Hours,department_page,https://www.columbiact.gov/building-land-use,1.0,0,1
ctc_33829e79c19efdbed52b,ct_columbia,person,Beverly Ciurylo,Finance Director & Treasurer,Finance Director,finance,"860-228-8423 ext.1 (external calls only) For internal calls, use ext 104","860-228-8423 ext.1 (external calls only) For internal calls, use ext 104",bciurylo@columbiact.gov,direct,8602288423,1,,"Toggle Navigation Town of Columbia Connecticut Close Navigation Header Links Home Contact Us Main navigation Departments Animal Control Assessor Building & Land Use Community Social Services Emergency Management Facilities Management Finance Fire Marshal First Selectman Inland Wetlands Planning & Zoning Public Works Recreation Registrar of Voters Senior Services Tax Collector Town Administrator Town Clerk Your Government Agendas & Minutes Boards and Commissions Legal Notices Our Community Columbia Views News Pay Taxes Online Service Providers Columbia Town Beach Weather GIS Parcel Viewer Monthly Newsletter America 250 Columbia Committee Visitors Information Forms and Permits How Do I? Search Departments & Committees Type Event Date Breadcrumb Home Toggle Menu Finance The Finance Department provides financial and accounting services to the Board of Selectmen and the Board of Education. The department consists of a Finance Director who also serves as the Town Treasurer, an Accounting Assistant and Payroll Specialist. The services provided by the Finance Department include processing and monitoring all Town and Board of Education revenue and expenditures, budget preparation and monitoring, maintaining all cash accounts, reconciling accounts, preparing the annual report and overseeing the annual audit. Title Name Email Office Phone Office Fax Finance Director & Treasurer Beverly Ciurylo bciurylo [at] columbiact.org (bciurylo[at]columbiact[dot]gov) 860 - 228 - 8423 ext.1 (external calls only) For internal calls, use ext 104 860 - 228 - 2392 Accounting Assistant Kara Bowen kbowen [at] columbiact.gov (kbowen[at]columbiact[dot]gov) 860 - 228 - 8423 ext. 2 (external calls only) For internal calls, use ext 110 860 - 228 - 2392 Payroll Specialist Position Vacant TBD 860 - 228 - 8423 ext. 3 (external calls only) For internal calls, use ext. 109 860 - 228 - 2392 Supporting Documents PROPOSED FY 2026 - 2027 TOWN & BOE BUDGETS 1.48 MB Summary of PROPOSED FY 2026 - 2027 BUDGET 45.98 KB fy_24 - 25_adopted_town_of_columbia_budget_.pdf 1.3 MB mill_rate_without_state_revenue_2024 - 2025.pdf 39.81 KB View PDF of Page Finance Approved BOS & BOE Budgets Audit Reports Beverly Ciurylo Finance Director (860) 228 - 8423 ext. 104 Email Kara Bowen Accounting Assistant (860) 228 - 8423 ext. 110 Email Vacant Vacant Payroll Specialist (860) 228 - 8423 ext. 109 View All Listings Contact Information Phone Number 860 - 228 - 8423 Office Hours Mon - Thur 8 - 4, Fri 8 - 12 Address Columbia Town Hall 323 Route 87 Columbia, CT 06237 Utility Links Menu Home Staff Login Accessibility Columbia Town Hall, 323 Route 87 | Columbia, CT 06237 | (860) 228‑0110 Government Websites by CivicPlus®",homepage,https://www.columbiact.gov/finance,1.0,0,1
ctc_46410945b69338275bcf,ct_columbia,person,Steven Everett,First Selectman,First Selectman,chief_executive,,,,unknown,8602280110,101,,"Generally, Town Hall office hours are: M - W 8 - 4, Th 8 - 6, F 8 - 12.",homepage,https://www.columbiact.gov/contact-us,1.0,0,1
ctc_e5f64602972c21ec6518,ct_columbia,role,,Planner,Planner,planning_zoning,Planning,Planning & Zoning,jguszkowski@columbiact.gov,direct,8602280440,,,"Planning and Zoning Planning PLEASE SCROLL DOWN FOR SUPPORTING DOCUMENTS Columbia's Town Planner is John Guszkowski . John informs applicants of the Planning and Zoning Commission's (PZC) application process and serves the PZC in many ways, including providing research and professional advice. Below is contact information regarding Planning: Office Hours Tuesday and Thursday by appointment Email jguszkowski [at] columbiact.org (subject: Planning%20%26%20Zoning%20Question) (jguszkowski[at]columbiact[dot]gov) Office Phone 860 - 228 - 0440 Zoning Savannah Kitchin is Columbia's Zoning Enforcement/Blight Officer. Below is contact information concerning zoning/blight issues. Office Hours Mon - Thurs by appointment Office Phone 860 - 228 - 0440 Email zeo [at] columbiact.org ( zeo @columbiact.gov) Supporting Documents 4 - 27 - 26 Public Hearing Proposed Columbia Zoning Regulation Amendments 288.63 KB Columbia 2026 Draft Plan of Conservation & Development 3.37 MB PZC Site Plan Application 54.85 KB PZC Special Permit Application 117.91 KB PZC Subdivision Application 165.04 KB PZC Zone Change or Regulation Amendment Application 50.13 KB ZBA Special Permit Application 158.74 KB Zoning Regulations - Effective 7 - 1 - 25 946.72 KB PZC Bylaws - Effective 04 - 13 - 26 312.93 KB View PDF of Page Planning and Zoning Columbia Lake Protection Requirements Sign Application Subdivision Regulations Town Review of Lot Line Adjustments and Lot Splits Zoning Regulations and Map Accessory Dwelling Unit Contact Information Phone Number Building & Land Use Phone: 860 - 228 - 0440 Office Hours Generally, Town Hall office hours are: M - W 8 - 4, Th 8 - 6, F 8 - 12. Address Columbia Town Hall 323 Route 87 Columbia, CT 06237",department_page,https://www.columbiact.gov/planning-zoning,1.0,0,1
ctc_49ec3b4ac46ef8f70586,ct_columbia,department_contact,Fax Number,,Tax Collector,tax_collector,Tax Collector,Tax Collector,,unknown,8602282335,,,Extended hours July & January Monday - Wednesday: 8:00am to 4:00pm Thursday: 8:00am to 6:00pm Friday: 8:00am to 12 noon,staff_directory,https://www.columbiact.gov/tax-collector/directory-listing/janice-clauson,1.0,0,1
ctc_ba25a0f5bd5c48e8ac6b,ct_columbia,role,,Town Administrator,Town Administrator,chief_executive,,Town Manager,jlavoie@columbiact.org,direct,8602280110,102,"3 Schoolhouse Road Columbia, CT 06237 RFP for Part-time Clerk Owner's Project Manager Services re","Website Accessibility We are committed to ensuring that all persons who may have one or more disabilities has complete access to all the resources, communications, and services available to all citizens. Conformance The Web Content Accessibility Guidelines (WCAG) defines requirements for designers and developers to improve accessibility for people with disabilities. It defines three levels of conformance: Level A, Level AA, and Level AAA. This website’s goal is conformance with WCAG 2.1 level AA. Feedback We welcome your feedback on the accessibility of this website. Please let us know if you encounter accessibility barriers: Phone: (860) 228‑0110 E - mail: jlavoie [at] columbiact.org (jlavoie[at]columbiact[dot]org) Address: 323 Route 87 | Columbia, CT 06237 Compatibility with browsers and assistive technology Our website is designed to be compatible with the assistive technologies and browsers, including the latest versions of Chrome, Microsoft Edge/Internet Explorer, Safari, and Firefox. If you use assistive technology (such as a Braille reader, a screen reader, or TTY) and the format of any material on this website interferes with your ability to access information, please contact us. Technical specifications Accessibility of this website relies on the following technologies to work with the combination of web browser and any assistive technologies or plugins installed on your computer: Hypertext Markup Language (HTML) Web Accessibility Initiative - Accessible Rich Internet Applications (WAI - ARIA) Cascading Style Sheets (CSS) JavaScript These technologies are relied upon for conformance with the accessibility standards used. Limitations and alternatives Despite our best efforts to ensure the accessibility of this website, there may be some limitations. Below is a description of possible limitations, and potential solutions. Please contact us if you observe an issue not listed below. Documents : We make efforts to ensure documents on this website are accessible. Some documents might not work with current assistive technologies if they used outdated technologies that do not support accessibility. We convert documents to new formats upon request. Please contact us if you encounter an issue or require assistance. Images : images within our web pages include alt tags. We do our best to ensure images have appropriate alt tag descriptions. Please contact us if you discover an image that has incorrect or inadequate descriptive text. We will take corrective action promptly. Audio/Video : for all users who as a result of a disability may need a reasonable accommodation to be able to access the audio or video recordings on this site, videos and audio files can be captioned or transcribed, upon request. HTML : our website HTML has been tested for WCAG 2.1 AA compliance using the Total Validator program. Since our website’s content is updated daily, there is a possibility that new issues could be encountered. Should you run into an issue with the HTML that you believe prevents you from adequately being able to access website content, please let us know. We will work with our website hosting and support vendor to take prompt, corrective action. Formal complaints We aim to respond to accessibility feedback within five business days, and to propose a solution within ten business days. View PDF of Page Town Administrator Active Bids (RFP's & RFQ's) Active Bids (RFP's & RFQ's) RFQ/P) for Commissioning Services for the Horace Porter School, 3 Schoolhouse Rd. Columbia, CT 06237 RFP for Part - time Clerk Owner's Project Manager Services related to Construction Oversight Services for the HVAC Modifications at Horace Porter School, 3 Schoolhouse Rd. Columbia, CT RFP for REAPPRAISAL UPDATE OF TAXABLE REAL AND EXEMPT PROPERTY Archived RFP's and RFQ's Archived RFP's and RFQ's INVITATION TO BID REPLACEMENT OF HUNT ROAD BRIDGE NO. 030004 RFP for DPW Office Framing RFP for Tennis Court Construction Project Columbia CT Project NO. 7 - 2022 RFP for Pickleball Court Construction Project Columbia CT Project NO. 8 - 2022 DPW Office Electrical Columbia, CT Solicitation Number 01 - 2023 RFP for DPW Office Plumbing RFP for Pickleball Court Construction Project Columbia CT Project NO. 8 - 2022 RFP for Tennis Court Construction Project - Columbia CT - Project NO. 7 - 2022 RFP for Town Hall HVAC RFQ&P Annual Limnological Data Gathering, Analysis & Related Consultation Regarding Columbia Lake Watershed Request for Proposals (RFP) Town of Columbia Recreation Park Pavilion Framing Whitney Road Improvements COLUMBIA BOATHOUSE RECONSTRUCTION FRAMING BID PROJECT COLUMBIA LAKE DAM: SLIDE GATE ASSEMBLY REHABILITATION Columbia Boathouse Reconstruction Concrete Bid project in Columbia, Connecticut - Project NO. 03 - 2023 Municipal Advisory Services Project NO. 2024 - 001 REQUEST FOR QUALIFICATIONS (RFQ) TO PROVIDE ENGINEERING SERVICES FOR THE HORACE W. PORTER SCHOOL INDOOR AIR QUALITY (IAQ) IMPROVEMENT PROJECT RFP for Department of Public Works Office Building HVAC RFP for Recreation Park Garage Framing, Roofing, and Siding at Hennequin Rd., Columbia CT WHITNEY ROAD IMPROVEMENTS Columbia Volunteer Fire Department Firehouse Roof Project in Columbia, Connecticut - Project NO. 9 - 2022 Request for Proposals (RFP) Town of Columbia Recreation Park Pavilion Excavation Columbia, CT Solicitation Number 002 - 2021 Employment/Volunteer Opportunities (HR) Employment/Volunteer Opportunities (HR) Code of Ethics Employee Handbook Employment Application Job Openings Job Openings Marine Patrol Freedom of Information (FOI) Ordinances Pistol Permits Resources Resources Permits and Applications Discount Card Flier Annual Reports Legal Notices Town Charter Resources for Veterans, Social Services and Legal Aid Resources for Veterans, Social Services and Legal Aid Social Services and Legal Aid Stay Informed TextMyGov Town Facility Rentals U.S Passports Mark Walter Town Administrator (860) 228 - 0110 ext. 102 Email Jennifer LaVoie Executive Administrative Assistant (860) 228 - 0110 ext. 103 Email View All Listings Contact Information Phone Number 860 - 228 - 0110 Fax Number 860 - 228 - 1952 Office Hours Generally, Town Hall office hours are: M - W 8 - 4, Th 8 - 6, F 8 - 12. Address Columbia Town Hall 323 Route 87 Columbia, CT 06237",other,https://www.columbiact.gov/town-administrator/page/website-accessibility,1.0,0,1
ctc_9c18ffde51c3edc3fc4a,ct_columbia,department_contact,Fax Number,,Town Clerk,town_clerk,Town Clerk,Town Clerk,,unknown,8602282335,,,"Generally, Town Hall office hours are: M - W 8 - 4, Th 8 - 6, F 8 - 12.",department_page,https://www.columbiact.gov/town-clerk,1.0,0,1
ctc_c31991f3957131463112,ct_danbury,person,Risk Management,Tax Assessor,Assessor,assessor,Risk Management Tarrywile Park Tax Assessor Tax Collector,Assessor,,unknown,2037443130,,155 Deer Hill Avenue,City Hall Hours Monday - Wednesday 7:30AM to 6:00PM Thursday,staff_directory,https://www.danbury-ct.gov/directory.aspx,1.0,0,1
ctc_477435a099dbabe4b6f6,ct_danbury,person,Allie Smith,Mayor,Mayor,chief_executive,Planning,Planning & Zoning,a.smith@danbury-ct.gov,unknown,2037974525,,2010 Main Street Task Force - Issues and Recommendations 2013 Plan of Conservation and Developme,"Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Meet Mayor Roberto Alves Departments Boards & Commissions Elected Officials Home Government Departments Planning & Zoning Planning & Zoning About Us The mission of the Department of Planning and Zoning is to protect and improve Danbury's neighborhoods, business centers, community resources and our natural environment while planning for sustainable development that will enhance the quality of life for all our residents. To that end, the Department has been instrumental in the preparation of plans, projects and land use regulations for the City. Citywide plans have included the Plan of Conservation and Development, Transportation Plan, the Parks and Recreation Plan, and the Downtown Danbury Transit - Oriented Development Study. Major projects have included downtown redevelopment, various streetscape improvements, the creation of the Ives Trail concept, restoration of Elmwood Park, and construction of the 9/11 Memorial, rehabilitation planning of the historic Octagon House, Heritage Plaza at City Hall, and Memorial Park. Professional and clerical staff provides support services to the Planning and Zoning Commissions and the Redevelopment Agency, while clerical support is provided to the Environmental Impact Commission and the Zoning Board of Appeals. A primary task of the Department is the enactment and enforcement of zoning and subdivision regulations designed to ensure that proposed developments are constructed in accordance with the Plan of Conservation and Development. The Department reviews site plans and assists the Planning Commission in the review of special exception and subdivision applications. The Department advises the Zoning Commission on all proposals for zoning amendments and the rezoning of land. Our Department also assists with referrals from City Council for requests for extensions of sewer and water service, dedication of roads, and offers to buy, sell or lease City land. The Department prepares the annual Capital Improvement Program to schedule major capital expenditures over time, reviews all applications under the Deferral of Assessment Increases program, and updates and corrects street addresses in the City. The Planning Director serves as Executive Director of the Danbury Redevelopment Agency. Departmental responsibilities for downtown redevelopment have included the recruitment of new businesses, the coordination of streetscape improvements on Main and White Streets, construction of the Patriot Garage, creation of the Danbury Green, design of Palace Walk, preparation of the downtown revitalization plan, Downtown Danbury: Issues and Recommendations, and directing preparation of the Downtown Danbury TOD Study. The Planning Director advises the Main Street Partnership and also serves as a member of the Office of Project Excellence Steering Committee, Danbury Housing Partnership, and as an ex - officio member of the CityCenter Danbury Board of Directors. Fiscal Year 2022 - 2023 Accomplishments: Oversaw completion of construction of Phase 1 of the Downtown Danbury Streetscape Renaissance Project with the Department of Public Works. Completed plans for Phase 2 of the Downtown Streetscape Renaissance Project. Initiated the trail routing feasibility study to determine a connection from the end of the East Branch of the Maybrook Trailway at the City’s western border into downtown Danbury. Completed the two year planning process culminating in the adoption of Innovate! The City of Danbury 2023 Plan of Conservation and Development. Initiated the Downtown Danbury Zoning Study. Continued administration of Web - based land use meetings and transition to in - person meetings to ensure review and approval processes continued for the City’s four land use commissions/boards. In conjunction with other City departments, approved additional downtown facade grants for improvement to downtown properties. Continued review and preparation of amendments to the City’s Zoning Regulations and other land use regulations to address changing conditions which threaten the City with undesirable development that may intrude upon residential neighborhoods, harm the environment, or create unacceptable traffic congestion. Drafted and submitted regulations associated with outdoor dining, electric vehicle charging stations, and cannabis establishments. Processed applications for Deferral of Assessment Increases in accordance with Code of Ordinances. Continued automation process for capital planning process. Continued processing of land use applications. Major Objectives 2023 - 2024: Implement recommendations contained within Innovate! City of Danbury 2023 Plan of Conservation and Development. Oversee bid phase and construction of Phase 2 of the Downtown Danbury Streetscape Renaissance project in conjunction with the Department of Public Works. Continue to implement recommendations of the 2022 Affordable Housing Plan. Complete the Downtown Danbury Zoning Study and draft regulatory amendments recommended therein. Continue to amend Zoning Regulations to incentivize development downtown pursuant to the recommendations of the Downtown Danbury Transit - Oriented Development Study and upon completion of the Downtown Danbury Zoning Study. Complete the Trail Routing Study. Plan and design for a walled garden at the historic Hearthstone Castle in Tarrywile Park subsequent to completion of Phase 2 environmental remediation. Oversee mandatory training for land use commission members as statutorily required. Continue providing recommendations to land use commissions on regulatory changes to improve customer service, create opportunities for balanced growth, protect sensitive resources, and address state mandates. City of Danbury Zoning Regulations View the Zoning Regulations for the City of Danbury . Subdivision Regulations Online Subdivision Regulations Disclaimer : The web version of the City of Danbury, Connecticut Subdivision Regulations is provided for reference and the convenience of having the Regulations in a computer - readable format. The print version of the Subdivision Regulations, together with any amendments adopted by the Planning Commission, remains the official version of the Regulations. If any discrepancies exist between the print and web versions of the Subdivision Regulations, the print version, together with any Planning Commission amendments, shall be considered correct. View the Subdivision Regulations (PDF) . Legal Notices View Planning Department Legal Notices Please note: Pending City - generated Petitions to Amend the Zoning Regulations can be accessed on the Zoning Commission page. At the present time, there are none. Contact Us Waleed Albakry, AICP, MCIP, CMFO Planning Director Email Waleed Albakry Jennifer Emminger, AICP Deputy Planning Director Email Jennifer Emminger Allie Smith Associate Planner Email Allie Smith JoAnne Read Planning Assistant Email JoAnne Read Melissa Llera Secretary Email Melissa Llera Planning & Zoning Phone: 203 - 797 - 4525 Fax: 203 - 797 - 4586 Directory Quick Links 2023 Plan of Conservation & Development (VIDEO) View All /QuickLinks.aspx Related Documents Applications & Forms Dealer/Repairer Location Approval Application First Division Form P & Z Dept Fee Schedule - 2025 Revision P & Z Freedom of Information (FOIA) Request Form - June 2024 Revision Sample Affidavit - Assessor's Records Site Plan Application Site Plan Waiver Application Special Exception Application Special Permit Petition Subdivision or Resubdivision Application Zone Change Petition Zoning Compliance Letter Request Form Zoning Regulations Amendment Petition Zoning Violation - Complaint Form Additional Documents 2010 Main Street Task Force - Issues and Recommendations 2013 Plan of Conservation and Development COD 2005 Transportation Plan Safe Streets Danbury City of Danbury 2023 Plan of Conservation and Development (Document) 2022 Affordable Housing Plan Aquifer Protection Area Regulations City of Danbury Plan of Conservation and Development (Process) City of Danbury Trail Routing Planning Study City of Danbury Zoning Regulations Danbury Downtown Zoning Study Downtown Danbury Streetscape Renaissance Project Environmental Impact Commission FEMA Flood Map Changes Mapping GIS Planning Commission Transit - Oriented Development Zoning Board of Appeals Zoning Commission Pay Taxes & Utility Bills Meeting Agendas & Recordings Emergency Management Town Clerk Danbury Alert Sign Up Service Request Contact Us City of Danbury 155 Deer Hill Ave Danbury, CT 06810 Phone: 203 - 797 - 4500 City Hall Hours Monday - Wednesday 7:30AM to 6:00PM Thursday 7:30AM to 6:30PM Friday Closed Social Media Facebook Twitter Instagram YouTube /QuickLinks.aspx Quick Links City Charter (PDF) Code of Ordinances Employment /QuickLinks.aspx Site Links Home Site Map Contact Us Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.danbury-ct.gov/247/Planning-Zoning,1.0,0,1
