contact_id,municipality_id,entity_type,name,title,role_normalized,role_family,department,department_normalized,email,email_type,phone,phone_ext,address,hours,page_type,source_url,display_confidence,is_likely_noise,rn
ctc_5d2d9063523d8e85e961,ct_franklin,department_contact,,,Tax Collector,tax_collector,Tax Collector,Tax Collector,,unknown,8606427206,4,"7 Meetinghouse Hill Road, Franklin, CT 06254 Please enclose a self-addressed, stamped envelope if you w","Hours of Operation: Tuesday 5:00pm to 8:00pm or *BY APPOINTMENT""",department_page,https://www.franklinct.gov/tax-collector,1.0,0,1
ctc_536cde69342768ee5c4f,ct_franklin,person,April All,,Town Clerk,town_clerk,Town Clerk,Town Clerk,,unknown,8606427352,,"7 Meetinghouse Hill Road, Franklin CT 06254 (860) 642-7352",Hours of Operation: Monday - Thursday 8:30am to 3:00pm Tuesday 6:00pm to 8:00pm,department_page,https://www.franklinct.gov/town-clerk,1.0,0,1
ctc_d29ad913a0e96e045cc4,ct_hamden,role,,Assessor,Assessor,assessor,Assessor's Office,Assessor,assessors@hamden.com,role_based,2032877128,,"2750 Dixwell Avenue Hamden, CT 06518 Phone: 203-287-7128 Fax: 203-287-7125 Hours Monday through Fr","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search I Want To... Community & Business Council & Boards Departments & Resources Home Departments & Resources Departments Assessor's Office Assessor's Office 1 Veteran flyer 2 Disabled flyer 3 Senior flyer 4 What do we do 5 Conduct regular reviews of property within jurisdictions in order to determine changes in property d 6 Inspect new construction and major improvements to existing structures in order to determine values. 7 Inspect properties, considering factors such as market value, location, and building or replacement 8 Prepare and maintain 9 Review information Assessments The Assessment Year begins October 1st and continues to the following September 30th of each year. All assessment work must be completed for finalization of the Grand List on January 31st. Public Meeting Recordings Click the meeting below to view the recording. August 16th, 2023 Revaluation Public Meeting FAQs What is my mill rate? What period of time does my motor vehicle tax bill cover? I received a tax bill for a motor vehicle I no longer own; doesn't the Department of Motor Vehicles notify the town when a motor vehicle is sold? Do I have to pay the entire tax bill if I no longer own the vehicle? How did you arrive at the value of my vehicle? How do I appeal the assessment on my vehicle if I believe that the value is incorrect? What is the assessed value of real estate based on? How can I find out what my assessment is? View All FAQs /FAQ.aspx Contact Us Assessor's Office Email Assessor's Office Physical Address Hamden Government Center 2750 Dixwell Avenue Hamden, CT 06518 Phone: 203 - 287 - 7128 Fax: 203 - 287 - 7125 Hours Monday through Friday 8:30 a.m. to 4:30 p.m. Directory Click HERE for Property Card Look - up Property Card Look - Up (external link) Tax Office Page Revaluation 2024 Resource Center Meeting Presentations and Recordings Forms & Applications Income & Expense Forms Motor Vehicle Information Personal Property Information Tax Exempt Information Old Forms & Documents Board of Assessment Appeals Board of Assessment Appeals Defined Notice and Application Presenting Your Case Property Record (Field) Cards Online Appeal Procedure Prior Years Documents Commissioner's Corner Hamden Public Library Keefe Community Center Notify Me® Donate Online Tax Pay Elected Officials Report an Issue Hamden GIS Town of Hamden 2750 Dixwell Avenue, Hamden, CT 06518 Phone: 203 - 287 - 7000 | Directory Home Site Map Accessibility Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.hamden.com/168/Assessors-Office,1.0,0,1
ctc_a70071d773a43b194cc0,ct_hamden,person,Assistant Building,Assistant Building Official - Structural,Building Official,building,Building Official,Building,ediamond@hamden.com,direct,2032877158,,2750 Dixwell Avenue,Mayor's Office Hours,department_page,https://www.hamden.com/174/Building,1.0,0,1
ctc_dd8bc1fd1c09aebaa8a1,ct_hamden,person,Karimah Mickens,Mayor Sendroff,Mayor,chief_executive,,Mayor's Office,mayor@hamden.com,direct,2032877100,,59 Elm Street,Mayor's Office Hours,other,https://www.hamden.com/352/Elected-Officials,1.0,0,1
ctc_be0776be22c0f606ad13,ct_hamden,person,Housing Coordinator,,Planner,planning_zoning,Planning,Planning & Zoning,dhilton@hamden.com,direct,2032877072,,2750 Dixwell Avenue,"To better assist our customers, the Planning and Zoning Department has dedicated appointment hours for consultations to address any questions related to zoning permitting, and land use applications. Appointments can be made Monday to Friday 10:30 a.m. to 2:30 p.m. by contacting a member of our team to the right.",department_page,https://www.hamden.com/199/Planning-Zoning,1.0,0,1
ctc_a72ffb7a07613a8548a6,ct_hamden,person,Risk Manager,Tax Collector,Tax Collector,tax_collector,Risk Manager Tax Collector,Tax Collector,,unknown,2032877008,,"2750 Dixwell Avenue, Hamden, CT 06518",,staff_directory,https://www.hamden.com/Directory.aspx,1.0,0,1
ctc_4848f841dbc577b951c5,ct_hamden,person,Counter Clerk,,Town Clerk,town_clerk,Phone: FAQs What are the Town Clerk hours of operation?,Town Clerk,lmtorres@hamden.com,direct,2032877028,,2750 Dixwell Avenue,What are the Town Clerk hours of operation?,department_page,https://www.hamden.com/243/Town-Clerk,1.0,0,1
ctc_7917ba252e0aa01d30ce,ct_north_branford,person,Fire Marshal,Assessor,Assessor,assessor,,Assessor,bbunnell@northbranfordct.gov,direct,4753178773,,"909 Foxon Road, North Branford, CT 06471 203-484-6000 Hours: M-F 8:30-4:30 Town Charter Econom","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Discover North Branford Departments Government Business How Do I... Home Departments Fire Department Fire Department The North Branford Fire Department is an all - hazards response agency operated by a command staff that includes the Fire Chief and Deputy Fire Chief. They are assisted by a Deputy Chief of Training, Assistant Chief of Training, Fire Marshal and Deputy Fire Marshal; Company Captains, Lieutenants and Foreman are charged with managing their respective units. The Department is charged with improving and maintaining the quality of life of our citizens and visitors by: providing effective and efficient fire suppression emergency medical services rescue operations hazardous materials response fire prevention, inspection and investigation public fire education and training Incident operations are managed through the implementation of written rules and regulations, standard operating guidelines, general orders, policies and procedures. The NBFD is the designated by CT - OEMS as the primary EMS responder for North Branford and operates the ambulance at the mobile intensive care paramedic level. Each company operates either a quick response EMS unit and/or heavy rescue truck. Please visit the Fire Department webpage for more information. Information on Civil Preparedness Open Burning Permit Application (PDF) Information on Carbon Monoxide Danger (PDF) Generator Safety Information (PDF) Contact Us Richard Lennon Fire Chief Email the Chief Phone: 475 - 317 - 8773 Bert M. Bunnell, Jr. Fire Marshal Email Fire Marshal Phone: 203 - 484 - 6016 Emergency Facilities Animal Control Assessor Building Department Activities Requiring a Building Permit Building Permit Application Submittal, Issuance & Inspection Procedures Building Permit Fees Request for Information Work Exempt From Permit Demolition Central Services - Purchasing Emergency Management Disaster Preparedness Shelter - In - Place Terrorism Alert System Hazard Mitigation Plan Engineering Department Flood Hazard Sanitary Sewers Hazard Mitigation Plan Finance Department Fire Department Health Department Library System Parks, Recreation, & Senior Center Planning & Zoning Department Police Department Probate Court Public Works Registrar of Voters Social Services Tax Department Town Clerk Budget Referendum Dog licenses Elections/Primaries Election Results Federal/State Representatives Foreclosure Property Registrations General Information Land Records Mail - A - Map North Branford (PDF) Marriage Licenses Notary Public Notice of Application for Cigarette Dealer/Retailer License Ordinances Trade Names Unlawful Restrictive Covenants Veterans Vital Statistics Agendas & Minutes Emergency Notifications Local Resources Employment Online Services Documents Town of North Branford 909 Foxon Road, North Branford, CT 06471 203 - 484 - 6000 Hours: M - F 8:30 - 4:30 Town Charter Economic Development Subscribe to Agendas & Minutes Emergency Notifications Directory /QuickLinks.aspx Home Contact Us Accessibility Site Map Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",other,https://www.northbranfordct.gov/224/Fire-Department,1.0,0,1
ctc_3bb6f0b929dcf5ca5146,ct_north_branford,person,Building Secretary,Building Department,Building Official,building,Building Secretary Email Lynn Walczak Building Department Physical Address,Building,lwalczak@northbranfordct.gov,direct,2034846008,,"909 Foxon Road North Branford, CT 06471 909 Foxon Road North Branford CT 06471 Directions Pho","Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Discover North Branford Departments Government Business How Do I... Home Departments Building Department Building Department The Building Department is responsible for monitoring all building activities in Town through the issuance of permits and inspections for all new and renovated buildings, electrical, plumbing, heating, air conditioning, fireplaces, demolitions and gas and oil tank installations and removals. Permanent files are maintained for all current projects and, upon completion, are coded and filed for future reference. This department is highly regulated by State Statutes and a close working relationship is maintained with the Fire Marshal's Office. Notice: State Building Code Changes Be advised a new State of CT Building Code is effect as of October 1, 2022. A listing of the codes in effect can be found by visiting the State of CT Department of Administrative Services (DAS) website . See the applicable changed code sections specific to the State of CT (PDF) . Online Building Permit System For the convenience of both property owners and contractors, the Town of North Branford employs an online permit system . Through an easy to use web portal, you may apply for a building permit, attach supporting documents and check the status of a permit. You can pay any required fees by credit cards, by mail, or in person. Before applying for a permit, you should review the Building Department web page to see what documentation is required. Please scan and attach supporting documentation with your completed application. Provide as much information as you can on the form as incomplete applications may be rejected . Contact Us Stephen Buccitti Building Official Email Stephen Buccitti Lynn Walczak Building Secretary Email Lynn Walczak Building Department Physical Address View Map 909 Foxon Road North Branford, CT 06471 909 Foxon Road North Branford CT 06471 Directions Phone: 203 - 484 - 6008 Fax: 203 - 484 - 6018 Directory Quick Links Activities Requiring a Building Permit Pool Handout Info Pool Handout Info Building Permit Application Submittal, Issuance, and Inspection Procedures View All /QuickLinks.aspx Activities Requiring a Building Permit Building Permit Application Submittal, Issuance & Inspection Procedures Building Permit Fees Request for Information Work Exempt From Permit Demolition Agendas & Minutes Emergency Notifications Local Resources Employment Online Services Documents Town of North Branford 909 Foxon Road, North Branford, CT 06471 203 - 484 - 6000 Hours: M - F 8:30 - 4:30 Town Charter Economic Development Subscribe to Agendas & Minutes Emergency Notifications Directory /QuickLinks.aspx Home Contact Us Accessibility Site Map Copyright Notices /QuickLinks.aspx Government Websites by CivicPlus®",department_page,https://www.northbranfordct.gov/205/Building-Department,1.0,0,1
ctc_d80cb07b619100b8796d,ct_north_branford,role,,Finance Director,Finance Director,finance,CPFO - Treasurer / Finance Director Email Anthony P. Esposito Jr. Finance Department Physical Address,Finance,aesposito@northbranfordct.gov,direct,2034846002,,"909 Foxon Road North Branford, CT 06471 Phone: 203-484-6002 Fax: 203-484-6025 Hours Monday th","Contact Us Anthony P. Esposito, Jr. CPFO - Treasurer / Finance Director Email Anthony P. Esposito Jr. Finance Department Physical Address 909 Foxon Road North Branford, CT 06471 Phone: 203 - 484 - 6002 Fax: 203 - 484 - 6025 Hours Monday through Friday 8:30 am to 4:30 pm Directory Quick Links Adopted - Budget 2025 - 2026 (PDF) Adopted - Budget 2024 - 2025 (PDF) 2025 - 2026 Proposed Annual Budget View All /QuickLinks.aspx",other,https://www.northbranfordct.gov/223/Finance-Department,1.0,0,1
ctc_c0732cdc410503d969ba,ct_north_branford,person,Library System,Planning & Zoning Department,Planner,planning_zoning,Library System Planning & Zoning Department,Planning & Zoning,,unknown,2033156020,,"909 Foxon Road, North Branford, CT 06471",Hours: M - F 8:30 - 4:30,staff_directory,https://www.northbranfordct.gov/Directory.aspx,1.0,0,1
ctc_a9f5aacf5213ea17693c,ct_north_branford,role,,Tax Collector,Tax Collector,tax_collector,Tax Collector,Tax Collector,taxoffice@northbranfordct.gov,role_based,2034846011,,"909 Foxon Road North Branford, CT 06471 909 Foxon Road North Branford CT 06471 Directions Mai","Contact Us Tax Collector Email Tax Collector Physical Address View Map 909 Foxon Road North Branford, CT 06471 909 Foxon Road North Branford CT 06471 Directions Mailing Address Tax Collector P.O. Box 349 North Branford, CT 06471 Phone: 203 - 484 - 6011 Hours Monday through Friday 8:30 am to 4:30 pm Gerri Winnick Tax Collector Kim Slater Tax Clerk FAQs What are the Sewer Use and Sewer Assessment due dates? Can interest be waived? Can I pay with a personal check if I'm delinquent and need a clearance to register my motor vehicle with the department of motor vehicles? View All /FAQ.aspx",department_page,https://www.northbranfordct.gov/255/Tax-Department,1.0,0,1
